,reviews.text,Aspects
206,Santa dropped this off for our 4th grader along with expanded memory. he uses it for Netflix and Youtube as well as Minecraft and other Apps. Why spend hundreds on something for basic kids needs? I'm sure this will last him a few years and is well worth the price.,"['grader', 'memory', 'well']"
207,Got this tablet for my 3 year old son and he can not put it down. It is so much to do. So many learning games. I love this product,"['tablet', 'year', 'son']"
208,"This tablet runs smooth with all amazon apps, the internet runs at a steady frame rate and it had a decent sized screen.","['tablet', 'amazon', 'app']"
209,This is a good device for entertainment and entry level tasks. I think it can do a lot for the price.,"['device', 'entertainment', 'entry']"
210,Nice price for the new model with Alexa built in and expandable storage!,"['price', 'model', 'storage']"
211,"I have enjoyed the new Kindle,however, was extremely disappointed that it does not have an HDMI port like the old version did.","['port', 'version']"
212,this product is really awesome for kids to play in all sorts.We can use a strong case and let kids play in it .,"['product', 'play', 'case']"
213,i like the features it has and it is easy to navigate.,"['feature', 'navigate']"
214,This is perfect my kids to do their school work on and have fun as well.,"['school', 'work', 'fun']"
215,Great gift for my dad. Clear picture and easy set up,"['gift', 'dad', 'picture']"
216,Love my kindle! Works better than expected! Kindle is much faster than my old tablet!,"['love', 'kindle', 'tablet']"
217,"I have never owned a tablet. Wanted an I-Pad like most, but couldn't afford the sticker price. This one fit my needs perfect. I mainly just use it for web surfing and streaming video. No complaints so far! I would recommend this device.","['tablet', 'sticker', 'price']"
218,also great for listening to music and also for movies,"['listening', 'music']"
219,The screen picture is crisp and bright. I will use this tablet for many things.,"['screen', 'picture', 'tablet']"
220,small and powerful... great adult toy for a reader,"['adult', 'toy', 'reader']"
221,"This was purchased as a Christmas present for my aunt who lives with us. For the price, I thought it would be a good option for her since she doesn't want to drop the cash on an iPad.For comparison, the closest thing I have is an 8"" insignia tablet with similar screen resolution, storage, and features that was released at the same time. The Fire tablet impresses me! It is more responsive than the existing android tablet I have.This tablet runs FireOS which is Amazon's customized version of Android. Typically I do not like custom Android, preferring to have as close to a vanilla system as possible. I am not bothered by that with the Fire. If you need them the parental controls are second to none! The Amazon app store is extensive, although not as extensive as the Google Play store. Still you should be able to find pretty much everything you need there.This is not a flagship device, but performs incredibly for the price. I will most likely be purchasing one soon for myself.","['tablet', 'price', 'store']"
222,I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,"['tablet', 'launcher', 'lock']"
223,"Great tablet for reading and also surfacing the web, along with your favorite social media apps!","['tablet', 'reading', 'surface']"
224,"The price is low because Amazon uses their adds to subsidize the price. The actual tablet works well. The biggest negative is that you can only install apps from the Amazon store. There are many Android Apps available in the google store that are not available in the Amazon store.I primarily use the tablet for bible gateway, dish anywhere, play some games, read the newspaper, and Facebook. In the future I want to try to use it with my local library.","['store', 'price', 'use']"
225,Screen is very clear and battery last a long time. Very good substitute if you can afford a iPad.,"['screen', 'battery', 'time']"
226,"The tablet works fine. It is responsive with good resolution. It is too tied to Amazon. It requires too many hoops to get apps such as Zinio to work. Until Amazon loosens its grip, I recommend only at a very good price.","['work', 'tablet', 'resolution']"
227,A Great value for the money you can save instead of a Ipad from Apple.,"['value', 'money']"
228,Fun and reliable. Good quality for the money. Easy to use.,"['quality', 'money', 'use']"
229,"Great for reading - nice image, easy on the eyes and lightweight.","['reading', 'image', 'eye']"
230,"Bought this for my 10 year old daughter for Christmas! She LOVES it!!! A great alternative to a pricey iPad Mini!!! She uses it for watching Netflix, YouTube and we use it for homeschool. We are very happy with our purchase!!!","['year', 'daughter', 'alternative']"
231,I got this tablet on sale for my wife and she loves it,"['tablet', 'sale', 'wife']"
232,So far so good with the kindle fire hd. still need to play with it to see how to maximize our use.,"['kindle', 'fire', 'play']"
233,"We love Kindle Fire, we purchase it for an older couple and it's easy to work.","['couple', 'work']"
234,The Amazon Fire is a great tablet with awesome graphics. I use it mainly for surfing the web and have had no issues with it.,"['surf', 'web', 'issue']"
235,Purchased for my nephew for Christmas. Used it everyday. Very good product and screen size is perfect for him.,"['purchase', 'nephew', 'product']"
236,Great tablet for the price. My granddaughter loves how user friendly it is.,"['tablet', 'price', 'granddaughter']"
237,got this for my nieces aged 6-13 they loved it and so did their parents really keeps them occupied,"['niece', 'love', 'parent']"
238,This was a gift for mom. She enjoys that it's easy to use and has good picture and sound quality. The price was also great,"['gift', 'mom', 'use']"
239,"Was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.","['screen', 'application']"
240,The Amazon fire is simply amazing I would not buy anything else.,['fire']
